typ_cit	typ_freq_abs
!	17202
!!	18
!!!	17
!!!!!	1
!?	10
!?!	1
!…	2
%	2
&	18
'	2
'aarspitzen	1
'abe	4
'ackt	1
'asse	3
'ast	1
'at	5
'atte	2
'ause	1
'aut	1
'ä'ä'ääääääää	1
'ä'ääää'äääääää	1
'ätte	1
'EUL	1
'eiße	1
'eißes	1
'eißt	1
'ier	2
'n	30
'n'	1
'ne	34
'nen	4
'ner	1
'och	1
'ochverehrte	1
'olen	1
'öre	2
'örst	2
's	684
'tschuldigung	4
'uhn	2
'unger	2
'ü'ü'üüüüüüüü	1
(	253
(Illustration	1
)	256
*	44
+	4
,	72770
-	54
-Blöken	1
-CDs	1
-energien	1
-fürzen	1
-käse	1
-Spiel	1
-Spielen	1
.	96017
.1	1
.com	1
.de	1
.pippi-langstrumpf.de	1
/	9
0	4
0-1	2
0-1.30	1
0-3	1
0-4	1
0-6	1
00	1
000	7
008	16
008.	2
066	1
09.	1
0:0	1
1	41
1,2,3,4	1
1-2	1
1-2-0-7-4-6	1
1-2-3	1
1-2-3-4-5-6-7-8-9-10	1
1-7	1
1.	55
1/2	1
10	25
10-15	1
10-Cent-Münzen	1
10-Meter-Brett	1
10.	9
10.8	1
100	24
100-prozentiger	2
100.	2
1000	6
10000	7
100000	11
101	1
102	2
106.	1
109	1
109.	1
1099	1
11	7
11-1	1
11.	10
11.000	1
110	4
110,110,110	1
111	1
111.	1
112	1
12	17
12-Jährige	1
12-Stunden-Tag	1
12.	10
120	3
1200	1
12000	1
123	1
124	1
125	3
128	1
13	16
13,35,10	1
13-köpfigen	1
13.	10
14	11
14-16	1
14.	7
140	1
142	1
142000	1
148	1
15	8
15.	8
150	10
1500	1
16	12
16.	3
160	1
1610	3
1625	1
168000	1
16:58	1
17	6
17.	5
170000	1
1755	1
1769	1
178	2
1783	1
18	7
18-stündige	1
18.	7
1822	1
1831	1
1840	1
1841	1
1849	1
1852	1
1877-1939	1
1883	1
1893	2
19	4
19.	8
19.34	1
1900	3
1903	3
1904	1
1906	1
1908	3
1911	1
1914	1
1914-1986	1
1921	6
1922	5
1923	2
1924	25
1925	1
1930	1
1937-1960	1
1941	1
1947	1
1949	1
1950	4
1953	5
1955-1958	1
1957	1
1958	1
1960	4
1961	1
1970	1
1971	1
1975	8
1978	1
1979	1
198	1
1980	2
1981	1
1983	1
1985	1
1986	1
1987	1
1988	1
1990	1
1990er-Jahre	1
1991	2
1992	1
1996	1
1997	2
1998	2
1999	8
1:	1
1:0	4
1:1	2
1:2	1
1A	2
1a	1
1b	1
1cm	1
2	37
2,	2
2,43	2
2,50	1
2-4	1
2.	70
2.100	1
20	21
20.	4
200	17
2000	5
2001	2
2002	1
2004	2
2005	1
2006	1
201	5
2010	2
2011	2
21	2
21.	5
210	1
2182,7	1
22	2
22,5	1
22-jährige	1
22.	2
23	6
23.	2
230	1
232	2
2398	1
24	12
24.	3
2400	1
25	13
25-mal	1
25.	4
250	6
25000	1
250000	1
258655	1
26	1
26.	2
260	1
27	5
27.	5
28	4
28.	2
289	2
29	2
29.	5
2:0	1
2:1	1
2:2	2
2:3	1
2a	3
2b	6
3	32
3'	1
3-5	1
3-D-Bild	2
3.	47
30	21
30-32	1
30.	1
300	6
300.12-V-Batterien	1
3000	4
30000	1
300000	2
304	1
31	3
31.	2
316	1
317	1
32	3
32.	1
320	2
322	1
32sten	1
33	2
3300	1
35	3
36	3
360	2
36000	1
365	1
367	1
37	3
37,8	1
37sten	1
38	1
38-jährige	1
39	2
39,2	1
397	1
3a	12
3b	22
4	18
4,	2
4.	37
4.400	1
40	8
40-25	1
400	4
4000	1
40000	1
400000	1
42	3
44	1
45	2
45ste	1
46	1
46.	1
464646	1
478.	1
48	2
49	1
4:0	1
4b	4
4ever	1
5	23
5,	2
5-6	1
5.	24
50	25
50-Euro-Schein	1
50-Meter-Lauf	1
50.	1
500	5
500g	1
51.	1
52-mal	1
5200	2
53	1
54	1
54546	1
56	1
57	1
59	1
5:3	1
5:5	1
5:9	1
6	16
6-6.30	1
6-7	1
6.	29
60	6
600	4
6000	2
6256	1
63	3
6378	1
6450	1
65	1
650	1
65000	1
65657	1
67	2
678	1
67ste	1
67ten	2
687	1
6:0	1
7	17
7.	14
70	7
70.	1
700	9
7000	2
70000	1
7066	1
7070	1
73	1
75	11
7500	2
77	1
7710	1
775	1
777	1
78	1
7800	1
79	1
7x7	1
8	15
8,5	1
8.	22
80	4
80-prozentigen	1
800	6
8000	4
81	2
81.	1
8100	4
8120	1
8140	3
8200	4
83	1
83.	1
8300	1
8380	1
84000	4
8450	1
8475	2
85	1
85.	1
850	1
8573	1
8605	1
87	1
8844,43	1
8848	2
89	1
895	2
8c	1
9	7
9,15	1
9.	6
90	4
900	2
9000	1
92/93	1
95	1
9643	1
99	2
999.	1
:	5122
;	103
=	7
?	10508
?!	116
?!!	1
?!!!	1
??	1
??!!	1
???	9
???!!!	2
?…	3
@-Zeichen	1
A	17
A+	1
A-Aber	1
A-aber	4
A.	2
A4-Blatt	1
AAAAAAAHHH	1
AAAAHHH	1
AAAAHHHHH	1
AAAH	1
Aa	1
Aaaaaaaaaaaah	1
Aaah	5
Aaahhhh	1
Aagah	1
Aal	2
Aale	3
Aauuaah	1
Aäääh	1
ABC	4
ABEND	1
ABER	3
ABWEHR	1
Ab	72
Abaton	1
Abbenhaus	4
Abber	1
Abbildung	2
Abbildungen	1
Abbremsen	1
Abc	7
Abc-Reime	1
Abdecktuch	1
Abdrehen	1
Abdruck	5
Abdrucks	1
Abdrücke	8
Abdrücken	2
Abeba	1
Abedi	5
Abend	287
Abend.	1
Abendbrot	40
Abendbrotszeit	1
Abendbrotteller	1
Abendbrottisch	1
Abendbrotzeit	2
Abendbuffet	1
Abenddämmerung	2
Abende	2
Abenden	3
Abendessen	49
Abendhimmel	5
Abendhimmels	1
Abendkälte	1
Abendklamotten	1
Abendland	1
Abendlicht	1
Abendliedchen	1
Abendmelodie	1
Abendprogramm	2
Abendrot	1
Abends	39
Abendsonne	2
Abendstern	7
Abendstunde	1
Abendwind	2
Abenteuer	106
Abenteuer-Test	1
Abenteuerbuch	2
Abenteuerbücher	1
Abenteuerbüchern	1
Abenteuerfahrt	1
Abenteuerfreizeit	1
Abenteuergeräten	1
Abenteuergeschichte	2
Abenteuerliches	1
Abenteuerlust	3
Abenteuerlustige	1
Abenteuern	6
Abenteuerreise	1
Abenteuerreisen	1
Abenteuerspielplatz	1
Abenteurer	5
Abenteurern	2
Aber	4167
Aber-kolda	1
Aberglauben	1
Abertausende	1
Abfahrt	4
Abfall	5
Abfall-Paradies	1
Abfallbereich	1
Abfallentsorgung	1
Abfallgruben	1
Abfallkorb	1
Abfalltonne	1
Abfälle	1
Abflug	4
Abfluß	1
Abführen	2
Abgabe	3
Abgaben	2
Abgabetermin	4
Abgang	3
Abgangs	1
Abgehetzt	1
Abgelehnt	1
Abgemacht	13
Abgeschlossen	1
Abgesehen	1
Abgestürzt	1
Abgrenzung	1
Abgrund	22
Abgrunds	1
Abgründe	5
Abguss	1
Abhang	11
Abhangs	1
Abhauen	2
Abhänge	3
Abhängen	1
Abheben	2
Abholen	1
Abine	1
Abitur	2
Abkommen	1
Abkühlung	2
Abkürzung	7
Abkürzungen	1
Abküssen	1
Ablage	3
Ablagefach	1
Ablauf	1
Ablaufbild	1
Ablegen	1
Ableger	1
Ablenkung	1
Ablenkungsmanöver	1
Ablösesumme	1
Abmachung	3
Abmarsch	1
Abnutzung	1
Abpfiff	2
Abrakadabra	4
Abreise	5
Abrupt	1
Abruzzo	5
Abrücken	1
Absatz	6
Absätzen	3
Abschicken	1
Abschied	52
Abschiedsgeschenk	1
Abschiedskuss	1
Abschiedsträne	2
Abschiedstränen	1
Abschiedstrunk	1
Abschluss	2
Abschlussprüfung	3
Abschlusstest	1
Abschnitt	3
Abschnitte	1
Abschnitten	1
Abschnittes	1
Abschreckung	1
Absender	4
Absicht	10
Absichtlich	1
Absolut	5
Absolute	2
Absperrung	2
Absprache	2
Absprachen	1
Absprung	3
Abspülen	1
Abstand	17
Abstände	1
Abständen	1
Abstecher	1
Abstellkammer	3
Abstellraum	1
Abstieg	8
Abstoß	1
Abstreifen	1
Absturz	3
Absturzes	1
Abstützen	1
Abt	1
Abtauchen	1
Abteil	3
Abteilung	3
Abteilungsleiter	5
Abtrocknen	2
Abwarten	5
Abwasch	1
Abwaschen	2
Abwaschwasser	1
Abwasser	1
Abwärts	1
Abwechselnd	1
Abwechslung	14
Abwehr	2
Abwehrkette	1
Abwehrspieler	1
Abwesenheit	5
Abzählreim	1
Abzählreime	1
Abzählverse	1
Abzeichen	1
ACH	1
ACHTZEHN	1
Ach	335
Achim	1
Achse	7
Achsel	1
Achselhöhle	1
Achselhöhlen	1
Achseln	35
Achselzucken	1
Acht	19
Achte	6
Achteinhalb	2
Achtelliterchen	1
Achterbahn	4
Achtet	2
Achthundert	2
Achtmal	1
Achtung	39
Achtzehn	2
Achtzig	2
Acker	5
Ackerbau	1
Ackergaul	1
Ackerland	1
Ackroyd	1
Acrylfarben	2
Action	1
Actionfiguren	3
Adala	14
Adalas	1
Adalbert	1
Adalfrieda	2
Addieren	1
Addis	1
Ade	1
Adele	10
Adelheid	9
Adelsleuten	1
Adern	12
Adieu	1
Adiöchen	1
Adler	15
Adlerblick	1
Adlerfedern	1
Adlerkopfes	1
Adlern	1
Adligen	1
Adliger	1
Adolf	1
Adolph	1
Adressbuch	2
Adresse	24
Adressen	2
Adressiert	1
Adrian	1
Advent	8
Advents	1
Adventskalender	5
Adventskalenders	1
Affe	15
Affen	20
Affenbrotbaum	1
Affenbrotbaum-Löwenstark	1
Affenbrotbaumes	1
Affenbrotbaums	1
Affenhitze	2
Affenmutter	1
Affentempo	1
Affentier	1
Affenvolk	1
Affenzahn	2
Afrika	28
Afrikaner	1
Afrikas	1
AG	6
Aga-Uga	1
Aga-Ugas	2
Agathe	7
Agda	49
Agdas	14
Age	1
Agent	5
Agenten	8
Agentenspiel	1
Agentensprüche	1
Agentin	3
Agerbeek	1
Aggression	9
Aggressionen	23
Aggressionserziehung	3
Ah	38
Ah!	1
Aha	45
Ahaaa	1
Ahh	1
Ahhh	5
Ahmed	1
Ahmet	1
Ahnst	1
Ahnt	1
Ahnung	104
Ahnungen	2
Ahnungslos	1
Ahnungslose	1
Ahoi	1
Ahorn	1
Ahornbaum	1
Ahornsirup	2
Ais	2
Aische	1
Ajax	1
AKTION	1
Akademie	1
Akazie	1
Akazienstraße	1
Akerblom	6
Akira	5
Akkordeon	2
Akku	4
Akkus	3
Akrobaten	2
Akropolis	2
Akt	1
Aktentasche	1
Aktion	8
Aktive	1
Aktiviere	1
Aktivieren	1
Aktivitäten	1
Akuter	1
Akzeptanz	1
ALCEDO	1
ALLE	1
ALLERLETZTER	1
ALLES	2
ALPHABETRUG	1
ALTE	1
Al	2
Ala	1
Alaaaarm	1
Alaaaarmstufe	1
Alarm	3
Alarmanlage	6
Alarmsignal	4
Alarmstufe	1
Alaska	2
Albatros	5
Albatrosse	1
Albatrossen	1
Alberich	1
Albernem	1
Albernes	2
Albert	4
Alberta	10
Albertina	8
Albertus	26
Albtraum	8
Albträume	2
Album	2
Alchemisten	1
Alev	18
Alex	274
Alex'	15
Alexandra	1
Alfons	28
Alfred	9
Algen	13
Algenhainen	1
Algenwald	6
Algenwaldes	1
Algenwurzeln	1
Alicia	3
Alida	2
Alidas	1
Alis	2
Alisetti	1
Alissa	17
Alissas	2
Alkohol	1
Alkoholiker	1
Alkoholvergiftung	1
All	14
Alle	426
Allein	14
Allein-zu-Hause-Wunschbild	1
Allein-zu-Hause-Wunschbilder	1
Alleine	5
Alleingang	5
Alleinmachen	2
Alleinsein	1
Allen	7
Allerbeste	5
Allerdings	39
Allererste	1
Allerersten	1
Allergie	5
Allergrößte	2
Allerheiligen	2
Allerletzte	1
Allerliebst	1
Allerlustigste	1
Allermutigste	1
Allertollste	1
Allerwichtigste	3
Alles	186
Allesamt	1
Allesfresser	1
Alleskönner	1
Alleskönner-	1
Alleskönner-Maschine	3
Allez	1
Allgemein	1
Allgemeine	1
Allgemeinen	2
Allgemeines	1
Alli	1
Alligator	1
Allmählich	9
Allosaurus	3
Alltag	1
Alltags	2
Alltagsgegenstände	1
Alltagsgeschichten	1
Allzu	3
Allzwecktücher	1
Allzwecktüchern	1
Alm	1
Alma	16
Alpen	6
Alpenexpress	1
Alphabet	3
Alphabets	1
Alpine	3
Alptraum	4
Alpträume	2
Als	1184
Also	457
Alt	2
Altar	4
Alte	27
Alten	9
Altenhagen	1
Altenheim	1
Altenpflegerin	1
Altenpflegerinnen	1
Alter	33
Altersheim	4
Altersschwäche	2
Altes	5
Altglas-Container	2
Althexe	2
Altkleider-Sammler	1
Altkleider-Sammlung	1
Altkleider-Suche	1
Altneues	1
Altpapier	4
Altpapiertonne	1
Alufolie	1
Alufolien	1
Aluleiter	1
Aluminium	3
Alwin	10
AM	3
AMT	1
Am	644
Amadeus	38
Amadeus'	1
Amanda	23
Amanda-Schwester	1
Amazonas	3
Ambra	97
Ambra-Rettungs-Idee	1
Ambra-Rettungsplan	2
Ambras	24
Ameise	6
Ameisen	24
Ameisen-Ritter	1
Ameisengekrabbel	1
Ameisenhaufen	4
Ameisenhügel	1
Ameisgekrabbel	1
Amelie	200
Amelie!	1
Amelies	11
Amerika	35
Amerikaner	4
Amerikanerin	1
Amerikanern	1
Amerikas	3
Amigo	11
Ammenmärchen	1
Ammi-Saduqua	1
Ammonit	10
Ammoniten	20
Ampel	13
Ampeln	3
Ampelstopps	1
Amsel	9
Amselkinder	1
Amselmännchen	1
Amseln	9
Amselpaar	1
Amselweibchen	2
Amsterdam	1
Amtskette	1
Amulett	24
Amun	9
Amy	1
ANFING	1
ANKER	1
ANN-KATHRIN	1
ANRUF	1
An	230
An-	1
Ananas	4
Anastasia	1
Anbau	3
Anbeißen	1
Anbindebalken	1
Anblick	27
Anbruch	1
And	1
Andauernd	2
Andächtig	2
Andel	1
Andenken	3
Andenken-Kiosk	1
Andenkenaufbewahren	1
Andenkenhändler	1
Andere	21
Andererseits	5
Andernfalls	1
Anders	22
Anderseits	1
Andersen	1
Anderson	2
Andersson	8
Anderssons	1
Anderswo	1
Andeutung	1
Andi	9
Andrang	2
Andre	3
Andrea	8
Andreas	10
Andrese	1
Andresen	4
Andrew	15
Andy	4
Anemometer	1
Anemonen	1
Anerkennend	1
Anfall	2
Anfang	78
Anfangs	11
Anfangsbuchstaben	4
Anfangsrätsel	2
Anfangssilben	2
Anfassen	1
Anfänger	1
Anfängerinnen	1
Anfängerklasse	1
Anflug	2
Anführen	1
Anführer	11
Angaben	1
Angang	1
Angeber	14
Angeberin	2
Angeberisch	1
Angebern	1
Angeblich	4
Angebot	5
Angefangen	1
Angeführt	2
Angehörigen	1
Angeklagten	1
Angel	32
Angela	2
Angelausrüstung	1
Angelegenheit	17
Angelegenheiten	1
Angeles	1
Angelhaken	5
Angelladen	1
Angeln	7
Angelrolle	1
Angelrute	1
Angelruten	1
Angelschnur	7
Angelsehne	5
Angelspiel	1
Angelt	1
Angenommen	1
Angesagt	1
Angeschuldigte	1
Angesicht	2
Angesprochene	2
Angestrengt	5
Angewohnheit	2
Angler	1
Anglerabend	1
Anglertraum	1
Anglistik	1
Angorapullover	1
Angreifer	4
Angreifers	1
Angriff	17
Angriffe	1
Angriffen	1
Angriffsfauchen	1
Angriffstechniken	1
Angriffsziel	3
Angst	512
Angst-	1
Angst-mach-Spuk	3
Angstbauchweh	1
Angsthase	18
Angsthasen	6
Angstschaum	1
Angstschweiß	1
Anhalten	1
Anhaltspunkt	1
Anhand	2
Anhang	1
Anhänger	11
Anhängerinnen	1
Anhängern	2
Anhängers	2
Anhefter	5
Anheftern	1
Anhöhe	1
Anita	121
Anitas	7
Anja	23
Anjo	1
Anke	13
Anker	25
Ankerkette	4
Ankerseile	1
Ankerspänen	1
Ankes	2
Anklagend	1
Ankömmlinge	2
Ankunft	10
Ankunftsstation	3
Ankündigung	1
Ankylosaurier	1
Ankylosaurus	2
Ankylosaurus-Schwanz	1
Ankylosaurus-Uhr	1
Anlage	5
Anlass	2
Anlauf	20
Anlaufstelle	1
Anlässen	1
Anlegen	1
Anleger	2
Anlegesteg	1
Anlegestelle	2
Anleitung	1
Anmarsch	1
Anmeldeformular	1
Anmeldekarte	2
Anmeldung	1
Anmeldungen	1
Ann	1
Anna	555
Anna-Emilie	5
Anna-Greta	1
Annabelle	17
Annabelles	1
Annalisa	22
Annalisas	1
Annas	32
Anne	286
Anne-Marie	1
Anneliese	46
Annes	5
Annette	3
Anni	4
Annick	6
Annika	16
Annikas	1
Anonym	1
Anorak	6
Anoraks	1
Anpfiff	1
Anprobe	1
Anprobieren	1
Anrede	1
Anreise	1
Anrichte	3
Anruf	5
Anrufbeantworter	3
Anrufe	2
Anrufer	2
Ans	1
Ansage	2
Ansammlungen	1
Ansatz	1
Ansatzpunkt	1
Anschauen	2
Anscheinend	21
Anschließend	26
Anschluss	4
Anschovis	1
Anschrift	2
Ansichten	1
Ansichtskarte	2
Ansichtskarten	1
Ansonsten	5
Anspannung	1
Anspitzer	3
Ansporn	2
Anspruch	3
Ansprüche	2
Anstalten	6
Anstand	2
Anstands	1
Anstatt	4
Anständiger	1
Anstecken	1
Ansteckungsgefahr	1
Anstelle	1
Anstiege	1
Anstoß	3
Anstrengenderes	1
Anstrengung	8
Ansumana	3
Anta	3
Antalya	5
Anteil	8
Anteile	2
Anteilnahme	1
Antenne	1
Antennen	2
Anti-Pickel-Gesichtswasser	1
Antibiotika	2
Antilopen	2
Antiquitäten	2
Antiquitätengeschäft	1
Antiquitätenhändler	2
Antoine	1
Anton	73
Antonia	16
Antons	5
Antriebsart	1
Antriebsdüse	1
Antriebsdüsen	3
Antriebskraft	1
Antritt	1
Antwort	115
Antwortbuchstaben	1
Antworten	19
Anverwandten	1
Anwalt	1
Anweisung	1
Anweisungen	6
Anzahl	3
Anzeichen	5
Anzeige	5
Anzeigen	3
Anziehen	2
Anziehungskraft	1
Anzug	21
Anzüge	2
Anzügen	2
Apachen	2
Apartment	2
Apartments	1
Apatschen	1
Apfel	47
Apfelbaum	15
Apfelbaum-Wiese	1
Apfelbaumast	1
Apfelbaums	1
Apfelbäumchen	1
Apfelbäume	2
Apfelbäumen	2
Apfelbutzen	1
Apfelessig	2
Apfelkuchen	6
Apfelmus	3
Apfelpudding	1
Apfelsaft	10
Apfelsaftflasche	2
Apfelschale	1
Apfelschälen	1
Apfelschimmel	10
Apfelschnitz	2
Apfelschorle	1
Apfelshampoo	1
Apfelsine	3
Apfelsinen	8
Apfelstrudel	1
Apfelstück	1
Apfelstückchen	2
Apfelstücke	1
Apfeltonne	1
Apolda	2
Apotheke	10
Apotheken	1
Apotheker	7
Apothekerschrank	5
Apparat	14
Apparate	4
Apparaten	1
Apparätchen	1
Appartementblock	1
Appelsin	1
Appetit	31
Appetithappen	7
Appetitlosigkeit	1
Applaus	8
Aprikose	1
Aprikosen	6
Aprikosen-Shampoo	1
Aprikosenmarmelade	1
April	52
Apvolda	1
Aqua-Glas	1
Aquarell-Buntstifte	1
Aquarell-Buntstiften	1
Aquarien	1
Aquarium	17
Aquariumsaubermachen	1
ARBEITSZIMMER	1
Ar	1
Arabella	2
Araber	1
Araber-Mischling	1
Arabern	1
Arabiens	1
Arabisch	1
Arabischen	1
Aramis	4
Arbeit	155
Arbeiten	17
Arbeiter	10
Arbeitern	1
Arbeitet	2
Arbeitsblatt	1
Arbeitsblätter	1
Arbeitsgerät	1
Arbeitsjacke	1
Arbeitskleidung	1
Arbeitskolleginnen	2
Arbeitslampe	1
Arbeitslos	1
Arbeitspause	1
Arbeitspferde	1
Arbeitsplatz	3
Arbeitsplätze	1
Arbeitstag	1
Arbeitsteilung	1
Arbeitstiere	1
Arbeitstisch	1
Arbeitszeit	2
Arbeitszimmer	16
Archaeopteryx	3
Archäologe	1
Architekten	1
Archivaufnahmen	1
Archiven	1
Arena	12
Arg	1
Argentinien	2
Argovia	1
Argument	3
Arkadia	6
Arkan	2
Arkham	2
Arktis	1
Arm	322
Arm-Weitwurf	1
Armaturenbrett	4
Armband	7
Armbanduhr	7
Armbeuge	1
Armbewegungen	1
Armbrechschmerzen	1
Armbrust	1
Armbrüste	1
Arme	181
Armee	2
Armeezelte	1
Armen	91
Armer	21
Armes	2
Armeslänge	1
Armknäuel	1
Armlänge	1
Armlehnen	2
Armmuskeln	2
Armreifen	1
Armschienen	1
Armvoll	1
Arni	1
Arnika	1
Arnold	6
Arold	1
Arriba	1
Arrivederci	1
Arsch	1
Art	65
Artagnan	4
Arten	12
Artgenossen	8
Arthur	1
Artikel	46
Artikeln	3
Artikels	1
Artischocken	1
Artisten	2
Artus	3
Artus'	1
Arved	1
Arzt	45
Arzthelferin	5
Arzthund	1
Arztkitte	1
Arztkittel	2
Arzttasche	1
AS	1
ASZENDENT	1
Asche	8
Aschehaufen	1
Aschenbecher	8
Aschenputtel	2
Aschenschicht	1
Ascheteilchen	1
Aschewolken	1
Asien	4
Asiens	1
Asimov	1
Asketo	17
Asphalt	2
Asphaltboden	1
Assel	1
Assilotl	12
Assistent	1
Assistentin	2
Ast	72
Ast.	1
Astern	1
Asteroid	1
Asteroide	1
Asteroiden	2
Astes	1
Astgabel	4
Astgabeln	1
Astrid	49
Astrid-Lindgren-Ausstellung	1
Astrid-Lindgren-Fans	1
Astrid-Lindgren-Figuren	1
Astrid-Lindgren-Filme	1
Astrid-Lindgren-Schulen	1
Astrids	3
Astro	1
Astrologe	1
Astronaut	108
Astronauten	34
Astronauten-Helme	1
Astronautenanzug	2
Astronautenanzüge	1
Astronautenfüßen	1
Astronautenhelm	1
Astronautenjungs	1
Astronautenmädchen	1
Astronautennahrung	1
Astronautenschuhe	1
Astronautensprache	1
Astronautenuhr	1
Astronautenvorfahren	1
Astronomen	1
Astrouhr	2
Asylum	2
Aszendent	4
Aszendenten	10
Aszendingsdabumsda	1
ATA	1
ATSCHI	1
Ata	65
Atas	8
Atem	92
Atembeschwerden	1
Atemgeräte	1
Atemhilfe	1
Atemlos	11
Atemluft	3
Atemnot	1
Atemschutzmaske	2
Atemzug	5
Atemzüge	4
Atemzügen	1
Ateuer	1
Athen	1
Athena	1
Athos	8
Atlas	36
Atme	3
Atmen	16
Atmet	1
Atmosphäre	5
Attacke	2
Attacke-Schwanz	1
Attraktion	1
AU	2
AUA	1
AUF	2
AUFBRUCH	1
AUFREGEND	1
AUFSETZEN	1
AUFWACHEN	1
AUFZUSETZEN	1
AUGEN	1
AUS	1
AUSFLUG	1
AUSGEFÜHRT	1
AUTSCH	1
AUUUUUU	1
Au	69
Aua	32
Auauauauauaua	1
Auch	445
Auen	1
Auer	2
Auerhahn	1
Auerochse	2
Auerochsen	8
Auerochsenjäger	1
Auf	704
Aufbau	3
Aufbegehren	1
Aufbruch	11
Aufdruck	1
Aufenthalt	3
Aufenthaltsraum	2
Auffangen	1
Auffälliges	1
Auffordernd	1
Auffrischungen	1
Aufführung	11
Aufgabe	35
Aufgaben	32
Aufgabenheft	4
Aufgeben	1
Aufgebracht	1
Aufgegessen	2
Aufgehen	1
Aufgelegt	1
Aufgepasst	2
Aufgeregt	19
Aufgeregtes	1
Aufgeregtheit	1
Aufgewacht	1
Aufgezwackt	1
Aufhängung	1
Aufheulen	1
Aufhören	7
Aufkleber	2
Aufladen	2
Auflagen	1
Auflauf	1
Auflieger	2
Aufmachung	1
Aufmerksam	6
Aufmerksamkeit	10
Aufmunterung	1
Aufnahme	6
Aufpassääääään	1
Aufpassen	2
Aufprall	3
Aufräum-Sack	4
Aufräum-Säcke	2
Aufräumen	6
Aufrecht	1
Aufregend	1
Aufregendes	4
Aufregung	75
Aufregungen	2
Aufruhr	2
Aufsatz	5
Aufsatzheft	1
Aufsätze	2
Aufschrei	3
Aufschrift	7
Aufschriften	1
Aufsehen	2
Aufseher	8
Aufsetzen	1
Aufsicht	6
Aufsitzen	2
Aufspannen	1
Aufspießen	1
Aufspringen	1
Aufsprung	1
Aufstampfen	1
Aufstand	3
Aufstehen	13
Aufstehn	1
Aufsteigen	2
Aufstellplatz	1
Aufstellung	1
Aufstieg	8
Auftauchen	1
Auftrag	15
Aufträge	3
Auftreten	1
Auftritt	10
Auftritte	2
Auftritten	1
Aufwachen	13
Aufwärmübungen	1
Aufweckmaschine	1
Aufwind	4
Aufwinde	3
Aufzählen	1
Aufzählung	1
Aufzeichnungen	1
Aufzieh-Dino	2
Aufziehen	1
Aufziehmännchen	1
Aufzug	6
Aufzüge	1
Aug	2
Auge	77
Augen	1015
Augenarzt	1
Augenbinde	6
Augenblick	177
Augenblicke	9
Augenblicken	3
Augenblicklich	3
Augenbraue	5
Augenbrauen	23
Augenhöhe	3
Augenhöhlen	1
Augenklappe	1
Augenklappen	1
Augenlid	1
Augenlider	2
Augenlöcher	1
Augenpaare	7
Augenpartie	1
Augenschein	4
Augenwinkel	13
Augenwinkeln	7
Augenwörter	1
Augenzeuge	1
Augenzeugenberichte	1
Augenzwinkern	5
Augsburger	1
AuguRst	1
Augurst	2
August	23
Augustbirnen	1
Augustin	1
Augusttages	1
Augustus	2
Aul	1
Aula	5
Aurelia	7
Aurica	20
Aurora	2
Auroras	1
Aus	193
Aus-Knopf	3
Ausbeute	2
Ausbildung	7
Ausbindezügel	1
Ausbleiben	1
Ausblick	1
Ausbrecher	1
Ausbrennen	1
Ausbruch	7
Ausbrüche	2
Ausbrüten	1
Ausbuchtung	1
Ausdruck	4
Ausdrucks	1
Ausdrucksweise	1
Ausdrücke	3
Ausdrücken	1
Auseinander	1
Ausfahrt	1
Ausfallschritt	1
Ausfliegen	1
Ausflug	55
Ausflugs	1
Ausflugsbuch	2
Ausflugstag	1
Ausflüge	10
Ausflügen	3
Ausführlich	1
Ausführung	1
Ausführungen	1
Ausgabe	3
Ausgaben	1
Ausgang	22
Ausgangspunkt	1
Ausgängen	1
Ausgehnacht	7
Ausgehnächte	2
Ausgelassen	1
Ausgerechnet	22
Ausgeruht	1
Ausgerutscht	1
Ausgeschlossen	2
Ausgesprochen	1
Ausgestorben	1
Ausgeträumt	1
Ausgetrickst	1
Ausgewachsene	1
Ausgezeichnet	6
Ausgleich	1
Ausguck	2
Ausguss	1
Ausguß	1
Aushalten	3
Ausknipsen	1
Auskochen	1
Auskommen	1
Auskratzen	1
Auskunft	3
Ausland	6
Auslauf	10
Auslaufmodell	3
Ausländer	7
Ausländerin	2
Ausleihe	1
Ausleihen	1
Auslöser	1
Ausmaße	2
Ausmaßes	1
Ausmisten	3
Ausnahme	4
Ausnahmebergsteiger	2
Ausnahmefällen	1
Ausnahmen	2
Ausnahmsweise	4
Auspacken	4
Auspuff	1
Auspuffgase	1
Auspuffrohre	1
Ausrasten	1
Ausrede	14
Ausreden	5
Ausreißer	4
Ausritt	4
Ausruf	2
Ausrufer	1
Ausrufezeichen	2
Ausruhen	3
Ausrüstung	18
Ausrüstungsgegenstände	1
Ausrüstungsgürtel	5
Aussage	3
Ausschalten	1
Ausschau	27
Ausschmücken	1
Ausschnitt	1
Ausschwärmen	1
Aussehen	6
Aussicht	14
Aussichten	2
Aussprache	2
Aussprachehilfe	1
Ausspülen	1
Ausstattung	3
Aussteigen	3
Ausstellung	14
Ausstellungsstück	1
Ausstellungsstücke	3
Ausstellungsstücken	1
Aussterben	1
Ausstieg	1
Ausstrahlung	1
Aussuchen	1
Austausch	1
Austesten	1
Australien	6
Auswahl	3
Auswanderer	1
Auswechselspielern	1
Auswechslung	1
Ausweg	4
Ausweis	5
Ausweis-Papiere	1
Auswertung	1
Auswirkungen	2
Auszeichnung	2
Auszeischnung	1
Ausziehen	1
Außen	3
Außenanlagen	1
Außenhaut	1
